pitch_type,game_date,release_speed,release_pos_x,release_pos_z,pitcher_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,attack_zone,swing,batter_name
FF,2022-10-05,95.4,-1.97,5.53,"Rucker, Michael",605244,621074,,swinging_strike,,,,,9,Aramis Garcia flies out to right fielder Nelson Velazquez.,R,R,R,CIN,CHC,S,,,1,0,2022,-0.57,1.31,0.41,1.95,,641584,608703,0,7,Bot,,,,,664731,,,7.523976035,-138.5864922,-6.686665151,-9.074136696,32.69470075,-13.97313567,3.52,1.59,,,,95.1,2339,6.3,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.17,,,,,,,,70,2,4-Seam Fastball,2,13,2,13,13,2,2,13,Standard,Strategic,218,0,-0.116,heart,0,"garcia, aramis"
FF,2022-10-05,96.1,-1.92,5.66,"Rucker, Michael",605244,621074,,ball,,,,,14,Aramis Garcia flies out to right fielder Nelson Velazquez.,R,R,R,CIN,CHC,B,,,0,0,2022,-0.6,1.23,1.61,2.16,,641584,608703,0,7,Bot,,,,,664731,,,10.69009059,-139.4644229,-6.452978154,-10.25625608,31.81235639,-14.75604763,3.41,1.59,,,,95.9,2301,6.4,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.12,,,,,,,,70,1,4-Seam Fastball,2,13,2,13,13,2,2,13,Standard,Strategic,218,0,0.084,chase,0,"garcia, aramis"
FF,2022-10-05,94.3,-2.11,5.53,"Rucker, Michael",608703,621074,walk,ball,,,,,12,Matt Reynolds walks.   Jake Fraley to 2nd.,R,R,R,CIN,CHC,B,,,3,2,2022,-0.54,1.21,1.07,2.97,,,641584,0,7,Bot,,,,,664731,,,9.472838754,-136.9402998,-3.636015009,-8.916719773,30.51162655,-16.33686084,2.99,1.4,,,,94.1,2300,6.3,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.17,,,0.7,1,0,0,,69,6,4-Seam Fastball,2,13,2,13,13,2,2,13,Standard,Standard,221,0.001,0.472,shadow,0,"reynolds, matt"
FF,2022-10-05,95.9,-1.87,5.65,"Rucker, Michael",608703,621074,,ball,,,,,12,Matt Reynolds walks.   Jake Fraley to 2nd.,R,R,R,CIN,CHC,B,,,2,2,2022,-0.58,1.29,0.79,3.65,,,641584,0,7,Bot,,,,,664731,,,8.324150599,-139.4270039,-2.554390321,-9.460238237,32.263104,-15.03426076,3.02,1.43,,,,95.4,2368,6.1,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.36,,,,,,,,69,5,4-Seam Fastball,2,13,2,13,13,2,2,13,Standard,Standard,217,0,0.146,shadow,0,"reynolds, matt"
SL,2022-10-05,85.7,-2.01,5.48,"Rucker, Michael",608703,621074,,ball,,,,,14,Matt Reynolds walks.   Jake Fraley to 2nd.,R,R,R,CIN,CHC,B,,,1,2,2022,0.35,-0.45,1.46,-0.11,,,641584,0,7,Bot,,,,,664731,,,7.492262879,-124.4568399,-5.987900146,2.060411315,25.7213946,-35.79808491,2.94,1.32,,,,85.4,2650,6.3,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.24,,,,,,,,69,4,Slider,2,13,2,13,13,2,2,13,Standard,Standard,47,0,0.085,waste,0,"reynolds, matt"
SL,2022-10-05,86.9,-1.85,5.57,"Rucker, Michael",608703,621074,,ball,,,,,14,Matt Reynolds walks.   Jake Fraley to 2nd.,R,R,R,CIN,CHC,B,,,0,2,2022,0.25,-0.34,1.38,1.38,,,641584,0,7,Bot,,,,,664731,,,7.220032007,-126.392023,-3.17775671,1.289341067,25.14641287,-35.35832745,2.97,1.43,,,,86.8,2593,6.2,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.28,,,,,,,,69,3,Slider,2,13,2,13,13,2,2,13,Standard,Standard,54,0,0.042,chase,0,"reynolds, matt"
FF,2022-10-05,95.9,-1.82,5.67,"Rucker, Michael",608703,621074,,foul,,,,,6,Matt Reynolds walks.   Jake Fraley to 2nd.,R,R,R,CIN,CHC,S,,,0,1,2022,-0.63,1.36,0.35,2.13,,,641584,0,7,Bot,,,,,664731,,,7.167077309,-139.4575415,-6.852512656,-9.715745265,29.05125935,-13.08546079,3.02,1.45,123,80,16,96.2,2318,6.3,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.17,,,,,,,,69,2,4-Seam Fastball,2,13,2,13,13,2,2,13,Standard,Standard,213,0,-0.08,heart,0,"reynolds, matt"
FF,2022-10-05,96.5,-1.9,5.67,"Rucker, Michael",608703,621074,,swinging_strike,,,,,5,Matt Reynolds walks.   Jake Fraley to 2nd.,R,R,R,CIN,CHC,S,,,0,0,2022,-0.67,1.48,0.23,2.25,,,641584,0,7,Bot,,,,,664731,,,7.160406078,-140.2782367,-6.9089082,-10.43108845,29.86673633,-11.21683696,3.02,1.45,,,,96.4,2307,6.1,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.36,,,,,,,,69,1,4-Seam Fastball,2,13,2,13,13,2,2,13,Standard,Standard,220,0,-0.066,heart,0,"reynolds, matt"
FC,2022-10-05,88.9,-1.88,5.63,"Rucker, Michael",641584,621074,single,hit_into_play,,,,,3,Jake Fraley singles on a ground ball to third baseman David Bote.,R,L,R,CIN,CHC,X,5,ground_ball,0,1,2022,0.17,0.29,0.64,2.88,,,,0,7,Bot,111.95,160.88,,,664731,,,5.805030264,-129.4274688,-1.358622452,0.8245701479,24.8251075,-28.79913243,3.28,1.59,4,50.2,-31,88.9,2410,6.1,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.43,0.154,0.168,0.9,1,1,0,1,68,2,Cutter,2,13,2,13,13,2,2,13,Infield shift,Standard,130,0.001,0.429,shadow,0,"fraley, jake"
FF,2022-10-05,95.8,-1.97,5.74,"Rucker, Michael",641584,621074,,foul,,,,,2,Jake Fraley singles on a ground ball to third baseman David Bote.,R,L,R,CIN,CHC,S,,,0,0,2022,-0.54,1.46,-0.03,3.29,,,,0,7,Bot,,,,,664731,,,6.32409371,-139.3425366,-4.128682693,-8.405063924,31.50911804,-12.46193036,3.28,1.59,222,70.8,34,95.6,2121,6.2,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.31,,,,,,,,68,1,4-Seam Fastball,2,13,2,13,13,2,2,13,Infield shift,Standard,221,0,-0.034,shadow,0,"fraley, jake"
FC,2022-10-05,89.4,-2.02,5.89,"Anderson, Chase",621550,502624,field_out,hit_into_play,,,,,6,Patrick Wisdom flies out to left fielder Stuart Fairchild.,R,R,R,CIN,CHC,X,7,fly_ball,1,0,2022,0.18,1.02,0.44,2.39,623520,656716,663845,2,7,Top,71.94,107.95,,,519222,,,5.650399955,-130.0700876,-4.775544457,0.9258998413,25.32662202,-19.8199547,3.33,1.61,263,92.4,53,89.2,2339,6,663131,502624,519222,456781,668715,608703,676480,656413,672279,641584,54.51,0.009,0.008,0,1,0,0,3,67,2,Cutter,2,13,13,2,13,2,13,2,Infield shift,Standard,197,0,-0.889,heart,0,"wisdom, patrick"
SI,2022-10-05,92,-1.79,5.93,"Anderson, Chase",621550,502624,,ball,,,,,11,Patrick Wisdom flies out to left fielder Stuart Fairchild.,R,R,R,CIN,CHC,B,,,0,0,2022,-1.3,1.16,-1.72,3.51,623520,656716,663845,2,7,Top,,,,,519222,,,2.972100932,-133.9326156,-2.826878978,-16.32864361,29.05054643,-17.75613039,3.52,1.59,,,,91.4,2085,5.9,663131,502624,519222,456781,668715,608703,676480,656413,672279,641584,54.58,,,,,,,,67,1,Sinker,2,13,13,2,13,2,13,2,Infield shift,Standard,209,0,0.121,waste,0,"wisdom, patrick"
CH,2022-10-05,81.8,-1.05,5.74,"Anderson, Chase",663845,502624,walk,ball,,,,,11,Alfonso Rivas walks.   Zach McKinstry to 2nd.,R,L,R,CIN,CHC,B,,,3,1,2022,-1.19,0.94,-1.04,3.7,623520,,656716,2,7,Top,,,,,519222,,,2.290824661,-119.0626072,0.1817797029,-11.726352,23.89220447,-23.5557079,3.39,1.51,,,,81,2047,5.8,663131,502624,519222,456781,668715,608703,676480,656413,672279,641584,54.65,,,0.7,1,0,0,,66,5,Changeup,2,13,13,2,13,2,13,2,Infield shift,Standard,239,0,0.144,shadow,0,"rivas, alfonso"
CH,2022-10-05,82,-0.95,5.88,"Anderson, Chase",663845,502624,,ball,,,,,11,Alfonso Rivas walks.   Zach McKinstry to 2nd.,R,L,R,CIN,CHC,B,,,2,1,2022,-1.46,0.82,-1.21,2.67,623520,,656716,2,7,Top,,,,,519222,,,2.207505755,-119.3907873,-2.272784064,-14.35912725,23.41464945,-24.07365034,3.39,1.56,,,,81.2,2131,5.8,663131,502624,519222,456781,668715,608703,676480,656413,672279,641584,54.73,,,,,,,,66,4,Changeup,2,13,13,2,13,2,13,2,Infield shift,Standard,238,0,0.165,chase,0,"rivas, alfonso"
CU,2022-10-05,75.9,-0.74,5.89,"Anderson, Chase",663845,502624,,ball,,,,,13,Alfonso Rivas walks.   Zach McKinstry to 2nd.,R,L,R,CIN,CHC,B,,,1,1,2022,0.61,-1.1,-1,2.12,623520,,656716,2,7,Top,,,,,519222,,,-1.625516063,-110.5285039,1.157122519,5.309146708,20.81963601,-41.60060561,3.39,1.54,,,,74.9,2026,5.7,663131,502624,519222,456781,668715,608703,676480,656413,672279,641584,54.84,,,,,,,,66,3,Curveball,2,13,13,2,13,2,13,2,Infield shift,Standard,25,0,0.034,shadow,0,"rivas, alfonso"
FF,2022-10-05,91.3,-0.69,5.94,"Anderson, Chase",663845,502624,,ball,,,,,12,Alfonso Rivas walks.   Zach McKinstry to 2nd.,R,L,R,CIN,CHC,B,,,0,1,2022,-0.47,1.34,0.38,4.52,623520,,656716,2,7,Top,,,,,519222,,,3.656704875,-132.9321235,-0.5867733567,-6.313017563,28.36447283,-16.3749043,3.47,1.56,,,,90.9,2027,6,663131,502624,519222,456781,668715,608703,676480,656413,672279,641584,54.53,,,,,,,,66,2,4-Seam Fastball,2,13,13,2,13,2,13,2,Infield shift,Standard,207,0,0.052,waste,0,"rivas, alfonso"
CH,2022-10-05,81.3,-0.92,5.85,"Anderson, Chase",663845,502624,,called_strike,,,,,8,Alfonso Rivas walks.   Zach McKinstry to 2nd.,R,L,R,CIN,CHC,S,,,0,0,2022,-1.43,1.12,0.18,1.82,623520,,656716,2,7,Top,,,,,519222,,,5.15826096,-118.2689773,-4.515607492,-14.41456888,23.20038166,-21.02491089,3.36,1.54,,,,80.6,2140,5.9,663131,502624,519222,456781,668715,608703,676480,656413,672279,641584,54.61,,,,,,,,66,1,Changeup,2,13,13,2,13,2,13,2,Infield shift,Standard,233,0,-0.078,shadow,0,"rivas, alfonso"
CH,2022-10-05,82.5,-0.82,5.81,"Anderson, Chase",656716,502624,force_out,hit_into_play,,,,,7,"Zach McKinstry grounds into a force out, first baseman Donovan Solano to shortstop Jose Barrero.   David Bote to 3rd.    Christopher Morel out at 2nd.    Zach McKinstry to 1st.",R,L,R,CIN,CHC,X,3,ground_ball,2,2,2022,-1.59,1.2,-0.72,1.57,,623520,666624,1,7,Top,154.6,167.58,,,519222,,,3.290895304,-120.0368654,-5.396398378,-16.04197253,23.72008408,-19.74024029,3.19,1.55,17,69.3,-4,81.8,2244,5.9,663131,502624,519222,456781,668715,608703,676480,656413,672279,641584,54.64,0.08,0.072,0,1,0,0,2,65,5,Changeup,2,13,13,2,13,2,13,2,Infield shift,Standard,232,0,-0.53,shadow,0,"mckinstry, zach"
CH,2022-10-05,82,-0.83,5.83,"Anderson, Chase",656716,502624,,swinging_strike,,,,,8,"Zach McKinstry grounds into a force out, first baseman Donovan Solano to shortstop Jose Barrero.   David Bote to 3rd.    Christopher Morel out at 2nd.    Zach McKinstry to 1st.",R,L,R,CIN,CHC,S,,,2,1,2022,-1.45,1.31,-0.13,1.91,,623520,666624,1,7,Top,,,,,519222,,,4.361415582,-119.2872377,-4.824130084,-14.69812451,22.79542031,-18.90974569,3.19,1.55,,,,81.6,2208,6,663131,502624,519222,456781,668715,608703,676480,656413,672279,641584,54.46,,,,,,,,65,4,Changeup,2,13,13,2,13,2,13,2,Infield shift,Standard,228,0,-0.13,heart,0,"mckinstry, zach"
FF,2022-10-05,91.1,-0.72,5.91,"Anderson, Chase",656716,502624,,ball,,,,,12,"Zach McKinstry grounds into a force out, first baseman Donovan Solano to shortstop Jose Barrero.   David Bote to 3rd.    Christopher Morel out at 2nd.    Zach McKinstry to 1st.",R,L,R,CIN,CHC,B,,,1,1,2022,-0.52,1.6,1.09,3.88,,623520,666624,1,7,Top,,,,,519222,,,5.611227154,-132.6527499,-2.639625278,-7.262771784,27.45193771,-12.94293209,3.33,1.59,,,,90.8,2131,6,663131,502624,519222,456781,668715,608703,676480,656413,672279,641584,54.53,,,,,,,,65,3,4-Seam Fastball,2,13,13,2,13,2,13,2,Infield shift,Standard,207,0,0.072,chase,0,"mckinstry, zach"
CH,2022-10-05,80.8,-0.96,5.85,"Anderson, Chase",656716,502624,,called_strike,,,,,1,"Zach McKinstry grounds into a force out, first baseman Donovan Solano to shortstop Jose Barrero.   David Bote to 3rd.    Christopher Morel out at 2nd.    Zach McKinstry to 1st.",R,L,R,CIN,CHC,S,,,1,0,2022,-1.53,1.18,-0.35,3.33,,623520,666624,1,7,Top,,,,,519222,,,4.246213049,-117.540817,-1.200530454,-15.01923374,22.73368358,-21.25785989,3.26,1.56,,,,80.1,2167,5.9,663131,502624,519222,456781,668715,608703,676480,656413,672279,641584,54.61,,,,,,,,65,2,Changeup,2,13,13,2,13,2,13,2,Infield shift,Standard,236,0,-0.089,shadow,0,"mckinstry, zach"
CH,2022-10-05,80.9,-0.86,5.92,"Anderson, Chase",656716,502624,,ball,,,,,11,"Zach McKinstry grounds into a force out, first baseman Donovan Solano to shortstop Jose Barrero.   David Bote to 3rd.    Christopher Morel out at 2nd.    Zach McKinstry to 1st.",R,L,R,CIN,CHC,B,,,0,0,2022,-1.47,1.26,-0.27,3.77,,623520,666624,1,7,Top,,,,,519222,,,4.081181472,-117.7009849,-0.5417450737,-14.41561757,22.99131067,-20.59248815,3.19,1.56,,,,80.1,2133,5.8,663131,502624,519222,456781,668715,608703,676480,656413,672279,641584,54.68,,,,,,,,65,1,Changeup,2,13,13,2,13,2,13,2,Infield shift,Standard,234,0,0.063,shadow,0,"mckinstry, zach"
FC,2022-10-05,88.3,-1.81,5.98,"Anderson, Chase",666624,502624,single,hit_into_play,,,,,14,Christopher Morel singles on a ground ball to center fielder Michael Siani.   P.J. Higgins scores.    David Bote to 2nd.,R,R,R,CIN,CHC,X,8,ground_ball,0,0,2022,0.35,1.04,0.83,2.2,,664731,623520,1,7,Top,120.06,105.76,,,519222,,,5.677873894,-128.5750141,-5.311224105,2.82776924,23.53558583,-19.77481106,3.4,1.59,68,74.5,6,88.1,2280,5.9,663131,502624,519222,456781,668715,608703,676480,656413,672279,641584,54.62,0.243,0.234,0.9,1,1,0,2,64,1,Cutter,2,12,12,2,13,2,13,2,Standard,Standard,198,-0.001,0.91,shadow,0,"morel, christopher"
SL,2022-10-05,87.6,-3.06,5.99,"Kuhnel, Joel",623520,669270,walk,ball,,,,,14,David Bote walks.,R,R,R,CIN,CHC,B,,,3,2,2022,0.43,0.19,1.29,1.98,,664731,,1,7,Top,,,,,519222,,,9.705392689,-127.4116777,-4.049071213,3.013095353,22.5346612,-29.53233793,3.31,1.51,,,,89,2415,6.9,663131,669270,519222,456781,668715,608703,676480,656413,672279,641584,53.61,,,0.7,1,0,0,,63,6,Slider,2,12,12,2,12,2,12,2,Standard,Standard,103,0,0.248,chase,0,"bote, david"
FF,2022-10-05,98.3,-2.31,6.15,"Kuhnel, Joel",623520,669270,,ball,,,,,14,David Bote walks.,R,R,R,CIN,CHC,B,,,2,2,2022,-0.55,0.9,1.14,1.6,,664731,,1,7,Top,,,,,519222,,,10.70838023,-142.6494728,-9.031700641,-9.812994085,31.1081529,-17.95789016,3.39,1.56,,,,99.5,2215,7,663131,669270,519222,456781,668715,608703,676480,656413,672279,641584,53.54,,,,,,,,63,5,4-Seam Fastball,2,12,12,2,12,2,12,2,Standard,Standard,220,0,0.088,chase,0,"bote, david"
FF,2022-10-05,96.5,-2.56,6.05,"Kuhnel, Joel",623520,669270,,foul,,,,,2,David Bote walks.,R,R,R,CIN,CHC,S,,,2,1,2022,-0.55,1.21,-0.11,3.03,,664731,,1,7,Top,,,,,519222,,,7.851174535,-140.3137523,-5.265621267,-9.053669338,30.78046902,-15.11742052,3.31,1.6,261,85.1,48,97.4,2274,6.8,663131,669270,519222,456781,668715,608703,676480,656413,672279,641584,53.72,,,,,,,,63,4,4-Seam Fastball,2,12,12,2,12,2,12,2,Standard,Standard,217,0,-0.082,heart,0,"bote, david"
SL,2022-10-05,86.3,-3.15,5.93,"Kuhnel, Joel",623520,669270,,ball,,,,,14,David Bote walks.,R,R,R,CIN,CHC,B,,,1,1,2022,0.57,0.1,0.97,0.87,,664731,,1,7,Top,,,,,519222,,,8.689857736,-125.2987274,-6.025400884,4.318871684,24.95313998,-30.0557058,3.31,1.51,,,,86.8,2384,6.7,663131,669270,519222,456781,668715,608703,676480,656413,672279,641584,53.81,,,,,,,,63,3,Slider,2,12,12,2,12,2,12,2,Standard,Standard,65,0,0.03,chase,0,"bote, david"
FF,2022-10-05,97.8,-2.43,5.99,"Kuhnel, Joel",623520,669270,,called_strike,,,,,9,David Bote walks.,R,R,R,CIN,CHC,S,,,1,0,2022,-0.51,1.24,0.32,1.78,,664731,,1,7,Top,,,,,519222,,,8.651395987,-142.0703324,-8.818305523,-8.764777771,30.92995901,-13.53736488,3.49,1.54,,,,98.9,2256,6.9,663131,669270,519222,456781,668715,608703,676480,656413,672279,641584,53.61,,,,,,,,63,2,4-Seam Fastball,2,12,12,2,12,2,12,2,Standard,Standard,212,0,-0.042,shadow,0,"bote, david"
SL,2022-10-05,87.6,-2.91,5.95,"Kuhnel, Joel",623520,669270,,ball,,,,,14,David Bote walks.,R,R,R,CIN,CHC,B,,,0,0,2022,0.54,-0.13,1.1,0.81,,664731,,1,7,Top,,,,,519222,,,8.639211303,-127.364647,-6.068279768,4.286741905,24.45642796,-32.63291167,3.39,1.54,,,,88.5,2433,6.8,663131,669270,519222,456781,668715,608703,676480,656413,672279,641584,53.73,,,,,,,,63,1,Slider,2,12,12,2,12,2,12,2,Standard,Standard,95,0,0.028,chase,0,"bote, david"
SI,2022-10-05,95.9,-2.11,6.02,"Kuhnel, Joel",664731,669270,double,hit_into_play,,,,,8,P.J. Higgins doubles (11) on a line drive to center fielder Michael Siani.   Franmil Reyes scores.    Nico Hoerner scores.,R,R,R,CIN,CHC,X,8,line_drive,0,1,2022,-1.17,0.7,0.25,2.09,,614177,663538,1,7,Top,163.08,74.86,,,519222,,,9.025886696,-139.3579466,-6.514727724,-17.2267941,28.2282673,-21.75465831,3.39,1.66,270,98.8,14,97.6,2172,7.1,663131,669270,519222,456781,668715,608703,676480,656413,672279,641584,53.38,0.829,0.818,1.25,1,1,1,4,62,2,Sinker,2,10,10,2,12,2,12,2,Standard,Standard,225,-0.002,1.585,heart,0,"higgins, p. j."
SI,2022-10-05,96.7,-2.1,6.16,"Kuhnel, Joel",664731,669270,,foul,,,,,13,P.J. Higgins doubles (11) on a line drive to center fielder Michael Siani.   Franmil Reyes scores.    Nico Hoerner scores.,R,R,R,CIN,CHC,S,,,0,0,2022,-1.41,0.8,-0.35,1.52,,614177,663538,1,7,Top,,,,,519222,,,7.968085013,-140.2390095,-8.6518743,-20.48396852,34.91457714,-19.68357032,3.39,1.66,2,98.6,-36,97.2,2189,7,663131,669270,519222,456781,668715,608703,676480,656413,672279,641584,53.53,,,,,,,,62,1,Sinker,2,10,10,2,10,2,10,2,Standard,Standard,221,0,-0.081,shadow,0,"higgins, p. j."
CH,2022-10-05,88.6,-2.31,6.06,"Kuhnel, Joel",663538,669270,single,hit_into_play,,,,,5,Nico Hoerner singles on a sharp ground ball to left fielder Stuart Fairchild.   Franmil Reyes to 2nd.,R,R,R,CIN,CHC,X,7,ground_ball,2,2,2022,-0.66,0.92,0.01,2.6,,,614177,1,7,Top,90.97,108.79,,,519222,,,7.139355345,-128.9488129,-4.416137386,-8.806108831,25.11739209,-21.14496949,3.19,1.55,113,100.7,5,90,1432,7,663131,669270,519222,456781,668715,608703,676480,656413,672279,641584,53.48,0.64,0.613,0.9,1,1,0,4,61,5,Changeup,2,10,10,2,10,2,10,2,Standard,Standard,209,0,0.512,heart,0,"hoerner, nico"
CH,2022-10-05,90.9,-2.32,6.06,"Kuhnel, Joel",663538,669270,,foul,,,,,8,Nico Hoerner singles on a sharp ground ball to left fielder Stuart Fairchild.   Franmil Reyes to 2nd.,R,R,R,CIN,CHC,S,,,2,1,2022,-0.71,0.98,0.21,1.53,,,614177,1,7,Top,,,,,519222,,,7.95394876,-131.9983468,-7.664101085,-9.923653819,25.84201554,-19.26547692,3.19,1.55,2,46.4,-37,92.3,1498,7.1,663131,669270,519222,456781,668715,608703,676480,656413,672279,641584,53.43,,,,,,,,61,4,Changeup,2,10,10,2,10,2,10,2,Standard,Standard,213,0,-0.086,shadow,0,"hoerner, nico"